t              pw-with-periodic.fdtd_after_Ex_3_3_5.dat       incid
   0.68251528283214125E-008  -0.358596131E-008   0.000000000E+000
   0.68405594938480974E-008  -0.111136567E-008   0.000000000E+000
   0.68559661593747823E-008   0.211723528E-008   0.000000000E+000
   0.68713728249014672E-008   0.352394580E-008   0.000000000E+000
   0.68867794904281521E-008   0.203889527E-008   0.000000000E+000
   0.69021861559548370E-008  -0.109101128E-008   0.000000000E+000
   0.69175928214815219E-008  -0.334632633E-008   0.000000000E+000
   0.69329994870082068E-008  -0.296185720E-008   0.000000000E+000
   0.69484061525348917E-008  -0.306549008E-009   0.000000000E+000
   0.69638128180615766E-008   0.246082865E-008   0.000000000E+000
   0.69792194835882615E-008   0.314538884E-008   0.000000000E+000
   0.69946261491149464E-008   0.125566912E-008   0.000000000E+000
   0.70100328146416313E-008  -0.164861236E-008   0.000000000E+000
   0.70254394801683162E-008  -0.324210614E-008   0.000000000E+000
   0.70408461456950011E-008  -0.229451302E-008   0.000000000E+000
   0.70562528112216860E-008   0.381555898E-009   0.000000000E+000
   0.70716594767483709E-008   0.262411270E-008   0.000000000E+000
   0.70870661422750558E-008   0.266730837E-008   0.000000000E+000
   0.71024728078017407E-008   0.530572919E-009   0.000000000E+000
   0.71178794733284256E-008  -0.204032258E-008   0.000000000E+000
   0.71332861388551105E-008  -0.299827341E-008   0.000000000E+000
   0.71486928043817954E-008  -0.162378833E-008   0.000000000E+000
   0.71640994699084803E-008   0.937452893E-009   0.000000000E+000
   0.71795061354351652E-008   0.262763500E-008   0.000000000E+000
   0.71949128009618502E-008   0.212913953E-008   0.000000000E+000
   0.72103194664885351E-008  -0.109769749E-009   0.000000000E+000
   0.72257261320152200E-008  -0.227310615E-008   0.000000000E+000
   0.72411327975419049E-008  -0.264904187E-008   0.000000000E+000
   0.72565394630685898E-008  -0.983378379E-009   0.000000000E+000
   0.72719461285952747E-008   0.135464451E-008   0.000000000E+000
   0.72873527941219596E-008   0.249657917E-008   0.000000000E+000
   0.73027594596486445E-008   0.156702407E-008   0.000000000E+000
   0.73181661251753294E-008  -0.647155662E-009   0.000000000E+000
   0.73335727907020143E-008  -0.236068098E-008   0.000000000E+000
   0.73489794562286992E-008  -0.222840657E-008   0.000000000E+000
   0.73643861217553841E-008  -0.400132372E-009   0.000000000E+000
   0.73797927872820690E-008   0.163452163E-008   0.000000000E+000
   0.73951994528087539E-008   0.225878560E-008   0.000000000E+000
   0.74106061183354388E-008   0.101255326E-008   0.000000000E+000
   0.74260127838621237E-008  -0.107135978E-008   0.000000000E+000
   0.74414194493888086E-008  -0.232176589E-008   0.000000000E+000
   0.74568261149154935E-008  -0.176849513E-008   0.000000000E+000
   0.74722327804421784E-008   0.106190834E-009   0.000000000E+000
   0.74876394459688633E-008   0.178504411E-008   0.000000000E+000
   0.75030461114955482E-008   0.194295047E-008   0.000000000E+000
   0.75184527770222331E-008   0.491921504E-009   0.000000000E+000
   0.75338594425489180E-008  -0.137937872E-008   0.000000000E+000
   0.75492661080756029E-008  -0.217836371E-008   0.000000000E+000
   0.75646727736022878E-008  -0.129827782E-008   0.000000000E+000
   0.75800794391289728E-008   0.522772825E-009   0.000000000E+000
   0.75954861046556577E-008   0.181930659E-008   0.000000000E+000
   0.76108927701823426E-008   0.157707780E-008   0.000000000E+000
   0.76262994357090275E-008   0.254971599E-010   0.000000000E+000
   0.76417061012357124E-008  -0.157442748E-008   0.000000000E+000
   0.76571127667623973E-008  -0.195414951E-008   0.000000000E+000
   0.76725194322890822E-008  -0.842636516E-009   0.000000000E+000
   0.76879260978157671E-008   0.843263570E-009   0.000000000E+000
   0.77033327633424520E-008   0.175406900E-008   0.000000000E+000
   0.77187394288691369E-008   0.118719778E-008   0.000000000E+000
   0.77341460943958218E-008  -0.372266329E-009   0.000000000E+000
   0.77495527599225067E-008  -0.166479652E-008   0.000000000E+000
   0.77649594254491916E-008  -0.167303649E-008   0.000000000E+000
   0.77803660909758765E-008  -0.421783830E-009   0.000000000E+000
   0.77957727565025614E-008   0.106707199E-008   0.000000000E+000
   0.78111794220292463E-008   0.160835056E-008   0.000000000E+000
   0.78265860875559312E-008   0.796395117E-009   0.000000000E+000
   0.78419927530826161E-008  -0.692604252E-009   0.000000000E+000
   0.78573994186093010E-008  -0.166263514E-008   0.000000000E+000
   0.78728060841359859E-008  -0.135795353E-008   0.000000000E+000
   0.78882127496626708E-008  -0.510019804E-010   0.000000000E+000
   0.79036194151893557E-008   0.119848209E-008   0.000000000E+000
   0.79190260807160406E-008   0.140213197E-008   0.000000000E+000
   0.79344327462427255E-008   0.424136837E-009   0.000000000E+000
   0.79498394117694104E-008  -0.931970945E-009   0.000000000E+000
   0.79652460772960954E-008  -0.158273905E-008   0.000000000E+000
   0.79806527428227803E-008  -0.102987063E-008   0.000000000E+000
   0.79960594083494652E-008   0.259326005E-009   0.000000000E+000
   0.80114660738761501E-008   0.124566479E-008   0.000000000E+000
   0.80268727394028350E-008   0.115521226E-008   0.000000000E+000
   0.80422794049295199E-008   0.858837446E-010   0.000000000E+000
   0.80576860704562048E-008  -0.109138520E-008   0.000000000E+000
   0.80730927359828897E-008  -0.144139756E-008   0.000000000E+000
   0.80884994015095746E-008  -0.707071568E-009   0.000000000E+000
   0.81039060670362595E-008   0.503454334E-009   0.000000000E+000
   0.81193127325629444E-008   0.121965682E-008   0.000000000E+000
   0.81347193980896293E-008   0.886258733E-009   0.000000000E+000
   0.81501260636163142E-008  -0.207040607E-009   0.000000000E+000
   0.81655327291429991E-008  -0.117565802E-008   0.000000000E+000
   0.81809393946696840E-008  -0.125535216E-008   0.000000000E+000
   0.81963460601963689E-008  -0.404675571E-009   0.000000000E+000
   0.82117527257230538E-008   0.679822476E-009   0.000000000E+000
   0.82271593912497387E-008   0.113336229E-008   0.000000000E+000
   0.82425660567764236E-008   0.612065731E-009   0.000000000E+000
   0.82579727223031085E-008  -0.447349269E-009   0.000000000E+000
   0.82733793878297934E-008  -0.119255028E-008   0.000000000E+000
   0.82887860533564783E-008  -0.104089626E-008   0.000000000E+000
   0.83041927188831632E-008  -0.134393663E-009   0.000000000E+000
   0.83195993844098481E-008   0.790467247E-009   0.000000000E+000
   0.83350060499365330E-008   0.100061737E-008   0.000000000E+000
   0.83504127154632179E-008   0.347020357E-009   0.000000000E+000
   0.83658193809899029E-008  -0.631514563E-009   0.000000000E+000
   0.83812260465165878E-008  -0.115192322E-008   0.000000000E+000
   0.83966327120432727E-008  -0.813141998E-009   0.000000000E+000
   0.84120393775699576E-008   0.955098223E-010   0.000000000E+000
   0.84274460430966425E-008   0.840351400E-009   0.000000000E+000
   0.84428527086233274E-008   0.835357838E-009   0.000000000E+000
   0.84582593741500123E-008   0.102773789E-009   0.000000000E+000
   0.84736660396766972E-008  -0.759343699E-009   0.000000000E+000
   0.84890727052033821E-008  -0.106491560E-008   0.000000000E+000
   0.85044793707300670E-008  -0.585460180E-009   0.000000000E+000
   0.85198860362567519E-008   0.280078405E-009   0.000000000E+000
   0.85352927017834368E-008   0.836653746E-009   0.000000000E+000
   0.85506993673101217E-008   0.650914989E-009   0.000000000E+000
   0.85661060328368066E-008  -0.111900822E-009   0.000000000E+000
   0.85815126983634915E-008  -0.833459857E-009   0.000000000E+000
   0.85969193638901764E-008  -0.943191081E-009   0.000000000E+000
   0.86123260294168613E-008  -0.369094755E-009   0.000000000E+000
   0.86277326949435462E-008   0.417384238E-009   0.000000000E+000
   0.86431393604702311E-008   0.788062671E-009   0.000000000E+000
   0.86585460259969160E-008   0.459452365E-009   0.000000000E+000
   0.86739526915236009E-008  -0.291084490E-009   0.000000000E+000
   0.86893593570502858E-008  -0.858725036E-009   0.000000000E+000
   0.87047660225769707E-008  -0.798278332E-009   0.000000000E+000
   0.87201726881036556E-008  -0.172946324E-009   0.000000000E+000
   0.87355793536303405E-008   0.508141251E-009   0.000000000E+000
   0.87509860191570255E-008   0.704106329E-009   0.000000000E+000
   0.87663926846837104E-008   0.271549283E-009   0.000000000E+000
   0.87817993502103953E-008  -0.431553071E-009   0.000000000E+000
   0.87972060157370802E-008  -0.841645031E-009   0.000000000E+000
   0.88126126812637651E-008  -0.641022235E-009   0.000000000E+000
   0.88280193467904500E-008  -0.350225404E-011   0.000000000E+000
   0.88434260123171349E-008   0.555252289E-009   0.000000000E+000
   0.88588326778438198E-008   0.594549632E-009   0.000000000E+000
   0.88742393433705047E-008   0.959307078E-010   0.000000000E+000
   0.88896460088971896E-008  -0.532507261E-009   0.000000000E+000
   0.89050526744238745E-008  -0.789785792E-009   0.000000000E+000
   0.89204593399505594E-008  -0.481156670E-009   0.000000000E+000
   0.89358660054772443E-008   0.135099154E-009   0.000000000E+000
   0.89512726710039292E-008   0.563316171E-009   0.000000000E+000
   0.89666793365306141E-008   0.468872108E-009   0.000000000E+000
   0.89820860020572990E-008  -0.606718009E-010   0.000000000E+000
   0.89974926675839839E-008  -0.595229144E-009   0.000000000E+000
   0.90128993331106688E-008  -0.711232240E-009   0.000000000E+000
   0.90283059986373537E-008  -0.326999039E-009   0.000000000E+000
   0.90437126641640386E-008   0.240902076E-009   0.000000000E+000
   0.90591193296907235E-008   0.538132983E-009   0.000000000E+000
   0.90745259952174084E-008   0.335846462E-009   0.000000000E+000
   0.90899326607440933E-008  -0.193534189E-009   0.000000000E+000
   0.91053393262707782E-008  -0.622686347E-009   0.000000000E+000
   0.91207459917974631E-008  -0.614105156E-009   0.000000000E+000
   0.91361526573241481E-008  -0.185264831E-009   0.000000000E+000
   0.91515593228508330E-008   0.313881726E-009   0.000000000E+000
   0.91669659883775179E-008   0.486224727E-009   0.000000000E+000
   0.91823726539042028E-008   0.203215056E-009   0.000000000E+000
   0.91977793194308877E-008  -0.299857028E-009   0.000000000E+000
   0.92131859849575726E-008  -0.619119422E-009   0.000000000E+000
   0.92285926504842575E-008  -0.506154341E-009   0.000000000E+000
   0.92439993160109424E-008  -0.609884643E-010   0.000000000E+000
   0.92594059815376273E-008   0.355640933E-009   0.000000000E+000
   0.92748126470643122E-008   0.414400236E-009   0.000000000E+000
   0.92902193125909971E-008   0.774724729E-010   0.000000000E+000
   0.93056259781176820E-008  -0.378596654E-009   0.000000000E+000
   0.93210326436443669E-008  -0.589629678E-009   0.000000000E+000
   0.93364393091710518E-008  -0.394435096E-009   0.000000000E+000
   0.93518459746977367E-008   0.424570379E-010   0.000000000E+000
   0.93672526402244216E-008   0.369070913E-009   0.000000000E+000
   0.93826593057511065E-008   0.329371808E-009   0.000000000E+000
   0.93980659712777914E-008  -0.362582742E-010   0.000000000E+000
   0.94134726368044763E-008  -0.430238650E-009   0.000000000E+000
   0.94288793023311612E-008  -0.539789435E-009   0.000000000E+000
   0.94442859678578461E-008  -0.285068302E-009   0.000000000E+000
   0.94596926333845310E-008   0.123264537E-009   0.000000000E+000
   0.94750992989112159E-008   0.358004765E-009   0.000000000E+000
   0.94905059644379008E-008   0.237438846E-009   0.000000000E+000
   0.95059126299645857E-008  -0.134261657E-009   0.000000000E+000
   0.95213192954912707E-008  -0.456531840E-009   0.000000000E+000
   0.95367259610179556E-008  -0.475293582E-009   0.000000000E+000
   0.95521326265446405E-008  -0.183087712E-009   0.000000000E+000
   0.95675392920713254E-008   0.181032467E-009   0.000000000E+000
   0.95829459575980103E-008   0.326877997E-009   0.000000000E+000
   0.95983526231246952E-008   0.144242437E-009   0.000000000E+000
   0.96137592886513801E-008  -0.214189014E-009   0.000000000E+000
   0.96291659541780650E-008  -0.460199934E-009   0.000000000E+000
   0.96445726197047499E-008  -0.401656763E-009   0.000000000E+000
   0.96599792852314348E-008  -0.923623400E-010   0.000000000E+000
   0.96753859507581197E-008   0.216562213E-009   0.000000000E+000
   0.96907926162848046E-008   0.280413776E-009   0.000000000E+000
   0.97061992818114895E-008   0.545903461E-010   0.000000000E+000
   0.97216059473381744E-008  -0.274958445E-009   0.000000000E+000
   0.97370126128648593E-008  -0.444653203E-009   0.000000000E+000
   0.97524192783915442E-008  -0.323970600E-009   0.000000000E+000
   0.97678259439182291E-008  -0.155909174E-010   0.000000000E+000
   0.97832326094449140E-008   0.231627301E-009   0.000000000E+000
   0.97986392749715989E-008   0.223343871E-009   0.000000000E+000
   0.98140459404982838E-008  -0.276476619E-010   0.000000000E+000
   0.98294526060249687E-008  -0.316606519E-009   0.000000000E+000
   0.98448592715516536E-008  -0.413710177E-009   0.000000000E+000
   0.98602659370783385E-008  -0.246718312E-009   0.000000000E+000
   0.98756726026050234E-008   0.456463478E-010   0.000000000E+000
   0.98910792681317083E-008   0.228731478E-009   0.000000000E+000
   0.99064859336583933E-008   0.160173069E-009   0.000000000E+000
   0.99218925991850782E-008  -0.995830918E-010   0.000000000E+000
   0.99372992647117631E-008  -0.340109774E-009   0.000000000E+000
   0.99527059302384480E-008  -0.371344705E-009   0.000000000E+000
   0.99681125957651329E-008  -0.173650164E-009   0.000000000E+000
   0.99835192612918178E-008   0.907879466E-010   0.000000000E+000
   0.99989259268185027E-008   0.210869142E-009   0.000000000E+000
   0.10014332592345188E-007   0.949930898E-010   0.000000000E+000
   0.10029739257871872E-007  -0.159294716E-009   0.000000000E+000
   0.10045145923398557E-007  -0.347186280E-009   0.000000000E+000
   0.10060552588925242E-007  -0.321464216E-009   0.000000000E+000
   0.10075959254451927E-007  -0.107714324E-009   0.000000000E+000
   0.10091365919978612E-007   0.120156995E-009   0.000000000E+000
   0.10106772585505297E-007   0.181298837E-009   0.000000000E+000
   0.10122179251031982E-007   0.313448573E-010   0.000000000E+000
   0.10137585916558667E-007  -0.205771275E-009   0.000000000E+000
   0.10152992582085352E-007  -0.340093953E-009   0.000000000E+000
   0.10168399247612037E-007  -0.267727784E-009   0.000000000E+000
   0.10183805913138722E-007  -0.510383125E-010   0.000000000E+000
   0.10199212578665406E-007   0.134805417E-009   0.000000000E+000
   0.10214619244192091E-007   0.143341131E-009   0.000000000E+000
   0.10230025909718776E-007  -0.278679996E-010   0.000000000E+000
   0.10245432575245461E-007  -0.238815884E-009   0.000000000E+000
   0.10260839240772146E-007  -0.321432575E-009   0.000000000E+000
   0.10276245906298831E-007  -0.213404017E-009   0.000000000E+000
   0.10291652571825516E-007  -0.495416208E-011   0.000000000E+000
   0.10307059237352201E-007   0.136345726E-009   0.000000000E+000
   0.10322465902878886E-007   0.100203901E-009   0.000000000E+000
   0.10337872568405571E-007  -0.804222106E-010   0.000000000E+000
   0.10353279233932255E-007  -0.258926991E-009   0.000000000E+000
   0.10368685899458940E-007  -0.293961050E-009   0.000000000E+000
   0.10384092564985625E-007  -0.161271801E-009   0.000000000E+000
   0.10399499230512310E-007   0.299411329E-010   0.000000000E+000
   0.10414905896038995E-007   0.126782501E-009   0.000000000E+000
   0.10430312561565680E-007   0.548419851E-010   0.000000000E+000
   0.10445719227092365E-007  -0.124776578E-009   0.000000000E+000
   0.10461125892619050E-007  -0.267163458E-009   0.000000000E+000
   0.10476532558145735E-007  -0.260436117E-009   0.000000000E+000
   0.10491939223672420E-007  -0.113560578E-009   0.000000000E+000
   0.10507345889199105E-007   0.536985595E-010   0.000000000E+000
   0.10522752554725789E-007   0.108351134E-009   0.000000000E+000
   0.10538159220252474E-007   0.985111298E-011   0.000000000E+000
   0.10553565885779159E-007  -0.160039981E-009   0.000000000E+000
   0.10568972551305844E-007  -0.265002992E-009   0.000000000E+000
   0.10584379216832529E-007  -0.223475932E-009   0.000000000E+000
   0.10599785882359214E-007  -0.719271587E-010   0.000000000E+000
   0.10615192547885899E-007   0.669116706E-010   0.000000000E+000
   0.10630599213412584E-007   0.833704911E-010   0.000000000E+000
   0.10646005878939269E-007  -0.326034824E-010   0.000000000E+000
   0.10661412544465954E-007  -0.185912258E-009   0.000000000E+000
   0.10676819209992638E-007  -0.254202881E-009   0.000000000E+000
   0.10692225875519323E-007  -0.185453153E-009   0.000000000E+000
   0.10707632541046008E-007  -0.374651421E-010   0.000000000E+000
   0.10723039206572693E-007   0.706009487E-010   0.000000000E+000
   0.10738445872099378E-007   0.541151533E-010   0.000000000E+000
   0.10753852537626063E-007  -0.708255121E-010   0.000000000E+000
   0.10769259203152748E-007  -0.202605002E-009   0.000000000E+000
   0.10784665868679433E-007  -0.236668435E-009   0.000000000E+000
   0.10800072534206118E-007  -0.148416085E-009   0.000000000E+000
   0.10815479199732803E-007  -0.107397563E-010   0.000000000E+000
   0.10830885865259487E-007   0.660958788E-010   0.000000000E+000
   0.10846292530786172E-007   0.227100283E-010   0.000000000E+000
   0.10861699196312857E-007  -0.103597270E-009   0.000000000E+000
   0.10877105861839542E-007  -0.210750167E-009   0.000000000E+000
   0.10892512527366227E-007  -0.214335563E-009   0.000000000E+000
   0.10907919192892912E-007  -0.114039410E-009   0.000000000E+000
   0.10923325858419597E-007   0.815576079E-011   0.000000000E+000
   0.10938732523946282E-007   0.549198811E-010   0.000000000E+000
   0.10954139189472967E-007  -0.895103436E-011   0.000000000E+000
   0.10969545854999652E-007  -0.130163685E-009   0.000000000E+000
   0.10984952520526337E-007  -0.211301809E-009   0.000000000E+000
   0.11000359186053021E-007  -0.189069954E-009   0.000000000E+000
   0.11015765851579706E-007  -0.836001893E-010   0.000000000E+000
   0.11031172517106391E-007   0.195302316E-010   0.000000000E+000
   0.11046579182633076E-007   0.386844203E-010   0.000000000E+000
   0.11061985848159761E-007  -0.392622011E-010   0.000000000E+000
   0.11077392513686446E-007  -0.150196466E-009   0.000000000E+000
   0.11092799179213131E-007  -0.205438097E-009   0.000000000E+000
   0.11108205844739816E-007  -0.162586250E-009   0.000000000E+000
   0.11123612510266501E-007  -0.579782750E-010   0.000000000E+000
   0.11139019175793186E-007   0.240151718E-010   0.000000000E+000
   0.11154425841319870E-007   0.189952221E-010   0.000000000E+000
   0.11169832506846555E-007  -0.669392874E-010   0.000000000E+000
   0.11185239172373240E-007  -0.163742436E-009   0.000000000E+000
   0.11200645837899925E-007  -0.194467289E-009   0.000000000E+000
   0.11216052503426610E-007  -0.136387096E-009   0.000000000E+000
   0.11231459168953295E-007  -0.376756404E-010   0.000000000E+000
   0.11246865834479980E-007   0.224825505E-010   0.000000000E+000
   0.11262272500006665E-007  -0.262601225E-011   0.000000000E+000
   0.11277679165533350E-007  -0.910320638E-010   0.000000000E+000
   0.11293085831060035E-007  -0.171161585E-009   0.000000000E+000
   0.11308492496586720E-007  -0.179742499E-009   0.000000000E+000
   0.11323899162113404E-007  -0.111722617E-009   0.000000000E+000
   0.11339305827640089E-007  -0.228516997E-010   0.000000000E+000
   0.11354712493166774E-007   0.159632967E-010   0.000000000E+000
   0.11370119158693459E-007  -0.248037008E-010   0.000000000E+000
   0.11385525824220144E-007  -0.110918379E-009   0.000000000E+000
   0.11400932489746829E-007  -0.173059622E-009   0.000000000E+000
   0.11416339155273514E-007  -0.162587457E-009   0.000000000E+000
   0.11431745820800199E-007  -0.895684360E-010   0.000000000E+000
   0.11447152486326884E-007  -0.133695624E-010   0.000000000E+000
   0.11462559151853569E-007   0.557127261E-011   0.000000000E+000
   0.11477965817380253E-007  -0.463531921E-010   0.000000000E+000
   0.11493372482906938E-007  -0.126282956E-009   0.000000000E+000
   0.11508779148433623E-007  -0.170219214E-009   0.000000000E+000
   0.11524185813960308E-007  -0.144236137E-009   0.000000000E+000
   0.11539592479486993E-007  -0.706213976E-010   0.000000000E+000
   0.11554999145013678E-007  -0.885010121E-011   0.000000000E+000
   0.11570405810540363E-007  -0.756500852E-011   0.000000000E+000
   0.11585812476067048E-007  -0.663087918E-010   0.000000000E+000
   0.11601219141593733E-007  -0.137083872E-009   0.000000000E+000
   0.11616625807120418E-007  -0.163532882E-009   0.000000000E+000
   0.11632032472647102E-007  -0.125785604E-009   0.000000000E+000
   0.11647439138173787E-007  -0.553090282E-010   0.000000000E+000
   0.11662845803700472E-007  -0.872892383E-011   0.000000000E+000
   0.11678252469227157E-007  -0.223604885E-010   0.000000000E+000
   0.11693659134753842E-007  -0.839369754E-010   0.000000000E+000
   0.11709065800280527E-007  -0.143511647E-009   0.000000000E+000
   0.11724472465807212E-007  -0.153941720E-009   0.000000000E+000
   0.11739879131333897E-007  -0.108163770E-009   0.000000000E+000
   0.11755285796860582E-007  -0.438113990E-010   0.000000000E+000
   0.11770692462387267E-007  -0.123138617E-010   0.000000000E+000
   0.11786099127913952E-007  -0.378203302E-010   0.000000000E+000
   0.11801505793440636E-007  -0.987356863E-010   0.000000000E+000
   0.11816912458967321E-007  -0.145942661E-009   0.000000000E+000
   0.11832319124494006E-007  -0.142380982E-009   0.000000000E+000
   0.11847725790020691E-007  -0.921103055E-010   0.000000000E+000
   0.11863132455547376E-007  -0.360914042E-010   0.000000000E+000
   0.11878539121074061E-007  -0.188394109E-010   0.000000000E+000
   0.11893945786600746E-007  -0.530747946E-010   0.000000000E+000
   0.11909352452127431E-007  -0.110422463E-009   0.000000000E+000
   0.11924759117654116E-007  -0.144891182E-009   0.000000000E+000
   0.11940165783180801E-007  -0.129734862E-009   0.000000000E+000
   0.11955572448707485E-007  -0.781698595E-010   0.000000000E+000
   0.11970979114234170E-007  -0.319310203E-010   0.000000000E+000
   0.11986385779760855E-007  -0.275161560E-010   0.000000000E+000
   0.12001792445287540E-007  -0.674023476E-010   0.000000000E+000
   0.12017199110814225E-007  -0.118913518E-009   0.000000000E+000
   0.12032605776340910E-007  -0.140961978E-009   0.000000000E+000
   0.12048012441867595E-007  -0.116800819E-009   0.000000000E+000
   0.12063419107394280E-007  -0.666962180E-010   0.000000000E+000
   0.12078825772920965E-007  -0.309709064E-010   0.000000000E+000
   0.12094232438447650E-007  -0.375736872E-010   0.000000000E+000
   0.12109639103974335E-007  -0.802417993E-010   0.000000000E+000
   0.12125045769501019E-007  -0.124296379E-009   0.000000000E+000
   0.12140452435027704E-007  -0.134806125E-009   0.000000000E+000
   0.12155859100554389E-007  -0.104264000E-009   0.000000000E+000
   0.12171265766081074E-007  -0.578649940E-010   0.000000000E+000
   0.12186672431607759E-007  -0.327504690E-010   0.000000000E+000
   0.12202079097134444E-007  -0.482955551E-010   0.000000000E+000
   0.12217485762661129E-007  -0.911946074E-010   0.000000000E+000
   0.12232892428187814E-007  -0.126798322E-009   0.000000000E+000
   0.12248299093714499E-007  -0.127081429E-009   0.000000000E+000
   0.12263705759241184E-007  -0.926811683E-010   0.000000000E+000
   0.12279112424767868E-007  -0.516933857E-010   0.000000000E+000
   0.12294519090294553E-007  -0.367469041E-010   0.000000000E+000
   0.12309925755821238E-007  -0.590462818E-010   0.000000000E+000
   0.12325332421347923E-007  -0.100018785E-009   0.000000000E+000
   0.12340739086874608E-007  -0.126752928E-009   0.000000000E+000
   0.12356145752401293E-007  -0.118418747E-009   0.000000000E+000
   0.12371552417927978E-007  -0.824734447E-010   0.000000000E+000
   0.12386959083454663E-007  -0.480642644E-010   0.000000000E+000
   0.12402365748981348E-007  -0.424106965E-010   0.000000000E+000
   0.12417772414508033E-007  -0.692897961E-010   0.000000000E+000
   0.12433179080034718E-007  -0.106616001E-009   0.000000000E+000
   0.12448585745561402E-007  -0.124566843E-009   0.000000000E+000
   0.12463992411088087E-007  -0.109395284E-009   0.000000000E+000
   0.12479399076614772E-007  -0.739272393E-010   0.000000000E+000
   0.12494805742141457E-007  -0.467534865E-010   0.000000000E+000
   0.12510212407668142E-007  -0.491971880E-010   0.000000000E+000
   0.12525619073194827E-007  -0.786001958E-010   0.000000000E+000
   0.12541025738721512E-007  -0.111013587E-009   0.000000000E+000
   0.12556432404248197E-007  -0.120687932E-009   0.000000000E+000
   0.12571839069774882E-007  -0.100514395E-009   0.000000000E+000
   0.12587245735301567E-007  -0.672013001E-010   0.000000000E+000
   0.12602652400828251E-007  -0.474578293E-010   0.000000000E+000
   0.12618059066354936E-007  -0.565926472E-010   0.000000000E+000
   0.12633465731881621E-007  -0.866653138E-010   0.000000000E+000
   0.12648872397408306E-007  -0.113343321E-009   0.000000000E+000
   0.12664279062934991E-007  -0.115576694E-009   0.000000000E+000
   0.12679685728461676E-007  -0.921925106E-010   0.000000000E+000
   0.12695092393988361E-007  -0.623392032E-010   0.000000000E+000
   0.12710499059515046E-007  -0.498226148E-010   0.000000000E+000
   0.12725905725041731E-007  -0.641348016E-010   0.000000000E+000
   0.12741312390568416E-007  -0.932841027E-010   0.000000000E+000
   0.12756719056095100E-007  -0.113818246E-009   0.000000000E+000
   0.12772125721621785E-007  -0.109681403E-009   0.000000000E+000
   0.12787532387148470E-007  -0.847522885E-010   0.000000000E+000
   0.12802939052675155E-007  -0.592854377E-010   0.000000000E+000
   0.12818345718201840E-007  -0.534673382E-010   0.000000000E+000
   0.12833752383728525E-007  -0.714275028E-010   0.000000000E+000
   0.12849159049255210E-007  -0.983589529E-010   0.000000000E+000
   0.12864565714781895E-007  -0.112709342E-009   0.000000000E+000
   0.12879972380308580E-007  -0.103417983E-009   0.000000000E+000
   0.12895379045835265E-007  -0.784215887E-010   0.000000000E+000
   0.12910785711361950E-007  -0.579039178E-010   0.000000000E+000
   0.12926192376888634E-007  -0.580086396E-010   0.000000000E+000
   0.12941599042415319E-007  -0.781498061E-010   0.000000000E+000
   0.12957005707942004E-007  -0.101884043E-009   0.000000000E+000
   0.12972412373468689E-007  -0.110322834E-009   0.000000000E+000
   0.12987819038995374E-007  -0.971545205E-010   0.000000000E+000
   0.13003225704522059E-007  -0.733372946E-010   0.000000000E+000
   0.13018632370048744E-007  -0.579975165E-010   0.000000000E+000
   0.13034039035575429E-007  -0.630797012E-010   0.000000000E+000
   0.13049445701102114E-007  -0.840599257E-010   0.000000000E+000
   0.13064852366628799E-007  -0.103931114E-009   0.000000000E+000
   0.13080259032155483E-007  -0.106979509E-009   0.000000000E+000
   0.13095665697682168E-007  -0.912006720E-010   0.000000000E+000
   0.13111072363208853E-007  -0.695528982E-010   0.000000000E+000
   0.13126479028735538E-007  -0.593274388E-010   0.000000000E+000
   0.13141885694262223E-007  -0.683457180E-010   0.000000000E+000
   0.13157292359788908E-007  -0.889946034E-010   0.000000000E+000
   0.13172699025315593E-007  -0.104633566E-009   0.000000000E+000
   0.13188105690842278E-007  -0.102996521E-009   0.000000000E+000
   0.13203512356368963E-007  -0.858016228E-010   0.000000000E+000
   0.13218919021895648E-007  -0.670491371E-010   0.000000000E+000
   0.13234325687422333E-007  -0.616316859E-010   0.000000000E+000
   0.13249732352949017E-007  -0.735154160E-010   0.000000000E+000
   0.13265139018475702E-007  -0.928647229E-010   0.000000000E+000
   0.13280545684002387E-007  -0.104170124E-009   0.000000000E+000
   0.13295952349529072E-007  -0.986723273E-010   0.000000000E+000
   0.13311359015055757E-007  -0.811362158E-010   0.000000000E+000
   0.13326765680582442E-007  -0.657465055E-010   0.000000000E+000
   0.13342172346109127E-007  -0.646416740E-010   0.000000000E+000
   0.13357579011635812E-007  -0.783484874E-010   0.000000000E+000
   0.13372985677162497E-007  -0.956479340E-010   0.000000000E+000
   0.13388392342689182E-007  -0.102748768E-009   0.000000000E+000
   0.13403799008215866E-007  -0.942748726E-010   0.000000000E+000
   0.13419205673742551E-007  -0.773186515E-010   0.000000000E+000
   0.13434612339269236E-007  -0.655187363E-010   0.000000000E+000
   0.13450019004795921E-007  -0.680965700E-010   0.000000000E+000
   0.13465425670322606E-007  -0.826594487E-010   0.000000000E+000
   0.13480832335849291E-007  -0.973791880E-010   0.000000000E+000
   0.13496239001375976E-007  -0.100591827E-009   0.000000000E+000
   0.13511645666902661E-007  -0.900331754E-010   0.000000000E+000
   0.13527052332429346E-007  -0.744030740E-010   0.000000000E+000
   0.13542458997956031E-007  -0.662064847E-010   0.000000000E+000
   0.13557865663482715E-007  -0.717549561E-010   0.000000000E+000
   0.13573272329009400E-007  -0.863180638E-010   0.000000000E+000
   0.13588678994536085E-007  -0.981398782E-010   0.000000000E+000
